,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
109,00BSo,2r3k1/4R1pp/p1p2p2/2p5/2P5/1PbN3P/P4PP1/6K1 w - - 0 25,d3c5 c3b4 e7a7 b4c5,1274,75,91,580,advantage endgame short,https://lichess.org/SjQSgSG9#49
110,00Bex,1rb1qrk1/6bp/2np4/2pNpp2/2P5/3P1B2/1B3PPP/1R1QR1K1 b - - 0 22,c8e6 d5c7 e8f7 c7e6,1657,121,33,17,crushing middlegame short,https://lichess.org/qNuFxL0D/black#44
111,00Bg4,3r2k1/1q3ppp/p2rp3/Qp1B4/7P/P4P2/1PP3P1/1K1R3R b - - 0 21,d6d5 a5d8 d5d8 d1d8,1361,85,80,291,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/6qWf8wOP/black#42
112,00Bm8,8/6kp/4b1q1/1p6/1PpPp2Q/2P1P3/r2N2P1/5RK1 w - - 7 34,d2e4 g6g2,1127,76,86,323,endgame master mate mateIn1 oneMove,https://lichess.org/ynNNLRgG#67
113,00Bn4,1k6/pp6/4nNp1/P6p/3pr3/7P/3R1PPK/8 b - - 0 40,e4e5 f6d7 b8c7 d7e5,600,105,94,377,crushing endgame fork short,https://lichess.org/jvMUtZF5/black#80
114,00Bp0,1r2kr2/pp3p1p/2b1pn2/4N3/2P5/1N1B4/P3KP1P/6R1 b - - 4 21,f6e4 e5c6 b7c6 d3e4,1312,75,93,8248,advantage capturingDefender middlegame short,https://lichess.org/GN8F9TsL/black#42
115,00BrZ,r6r/pp2kb2/3p1p1Q/1N1Pp3/3bP3/P2B2P1/1P4PP/7K w - - 6 28,h6d2 h8h2 h1h2 a8h8 d2h6 h8h6,1474,77,78,426,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/ANKrgoJi#55
116,00C7m,8/5k2/1P4R1/6PK/1r6/8/8/8 w - - 1 58,h5h6 b4h4,756,119,67,51,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ZbuTrTYp#115
117,00C8e,8/5p1k/5Ppb/2p3P1/1p6/8/KB5Q/3q4 b - - 4 58,d1a4 a2b1 a4d1 b2c1,1357,244,100,5,endgame equality pin short,https://lichess.org/YqVcRoWF/black#116
118,00CMj,7R/8/8/6p1/2p1p1k1/2PbK2p/P7/8 w - - 4 71,e3f2 e4e3 f2e3 g4g3,1573,75,97,11685,crushing defensiveMove endgame master short,https://lichess.org/JJZ8AIxT#141
119,00CcK,8/8/3p4/4kp2/1pP3pP/1RbK2P1/8/8 w - - 2 42,b3c3 b4c3 d3c3 f5f4 c3d3 f4g3,1509,196,56,5,crushing endgame long,https://lichess.org/y0n2EkgP#83
120,00CiZ,5r1k/6b1/3p3p/1P1q2pQ/r5P1/3p1N1P/3R2P1/4R2K w - - 2 34,e1d1 f8f3 g2f3 d5f3,1362,78,77,133,crushing middlegame short,https://lichess.org/PJQUqCX1#67
121,00Cs4,2r1q1k1/8/b2b1r1p/Pp1pNpp1/3Pn3/1RPQ3P/P1B1NPP1/4R1K1 w - - 3 28,a2a4 b5a4 d3a6 a4b3,1388,86,85,63,advantage middlegame short,https://lichess.org/fswqBBFw#55
122,00CtS,Q5k1/5q2/p2p4/b1p1pr2/P7/6P1/4KP1R/8 b - - 3 38,g8g7 a8h8 g7g6 h8h6,1146,74,99,1291,endgame mate mateIn2 short,https://lichess.org/yKolw9vl/black#76
123,00D12,8/6pp/8/3kP3/1p1P2P1/rPpK3P/4R3/8 b - - 1 39,a3b3 e5e6 c3c2 d3c2 b3c3 c2d2,2280,83,89,1029,crushing endgame long rookEndgame,https://lichess.org/iC0vC5to/black#78
124,00D77,5rk1/bpp3pp/p1npb3/4p3/1P2Nr1q/P1PP3P/1B1QBPR1/2K3R1 b - - 2 21,h4h3 g2g7 g8h8 e4g5,1652,74,91,1258,crushing kingsideAttack middlegame short,https://lichess.org/PgppfwbE/black#42
125,00DEc,8/p5pk/1p3b1p/3r3P/6P1/3nBN2/P4PK1/4R3 w - - 3 30,e1d1 d3f4 e3f4 d5d1,1092,76,87,163,crushing discoveredAttack endgame short,https://lichess.org/T0mRW37D#59
126,00DPQ,2k4r/pp3pp1/4pn2/2np2p1/8/1B1P1Pq1/PPPN1R2/R2Q3K w - - 6 20,f2h2 g3h2,761,97,84,95,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/AKiNfVd0#39
127,00DZe,8/5k2/7p/p1P1bPpP/Pp2P3/1P1pBK2/8/8 w - - 1 47,e3f2 g5g4 f3e3 e5d4 e3d3 d4f2,2372,75,94,1916,bishopEndgame crushing deflection endgame long master skewer,https://lichess.org/MVHl8Zy9#93
128,00DdW,5rk1/4bppp/4b3/1p1pPpPP/2pP4/2P5/rqNQKP2/2RRN3 b - - 5 23,e7a3 c1b1 b2b3 b1b3,1680,75,85,765,advantage middlegame short trappedPiece,https://lichess.org/bT7kcwFH/black#46
129,00DkJ,3r1bnr/2p2ppp/2b5/R1k5/5P2/2N5/4N1PP/1R4K1 b - - 3 21,c5d6 b1d1 d6e7 a5e5 e7f6 d1d8,1440,75,100,660,crushing deflection exposedKing long middlegame,https://lichess.org/JJiGlqDg/black#42
130,00Dt6,5rk1/p4p1p/4p1p1/5nq1/8/5QPP/5PK1/2RR4 w - - 6 35,c1b1 f5h4 g2f1 h4f3,1174,79,67,44,crushing endgame pin short,https://lichess.org/TTZUVvIZ#69
131,00Dw8,8/2p1N1p1/3r3p/6k1/3p4/6P1/6KP/3R4 w - - 0 42,h2h4 g5f6,1858,152,100,9,defensiveMove endgame equality oneMove,https://lichess.org/dlF3OKdi#83
132,00E4Z,1r4k1/p4p1p/6p1/3rb3/K7/2PpB3/1P1R1PPP/7R w - - 1 25,h1d1 d5d6 b2b4 e5c3 e3c5 d6a6,2302,81,84,158,advantage endgame long master masterVsMaster quietMove,https://lichess.org/YRE2uOtG#49
133,00EBZ,3rr1k1/p4pp1/1pp4p/3pPQ2/1P3P2/2P3qP/P2R2P1/5RK1 w - - 1 24,f1f3 g3e1 g1h2 e1d2,937,86,95,1284,crushing endgame fork short,https://lichess.org/FrMf0UcF#47
134,00EEp,3k2q1/pb1p3p/1p1P4/2p5/2P2Q1K/8/P7/5R2 b - - 2 36,b7g2 f4f8 g8f8 f1f8,1593,83,83,53,endgame mate mateIn2 short,https://lichess.org/dWHeDlRz/black#72
135,00EJb,6k1/5pp1/2R1p2p/8/P1B5/1P4P1/1q3Q1P/3r2K1 w - - 1 35,g1g2 d1d2 c6c8 g8h7 c4d3 f7f5 c8c2 d2f2,2312,82,88,383,advantage endgame pin veryLong,https://lichess.org/ki9WEgCM#69
136,00EUu,8/5P1P/1p4K1/8/6P1/8/2p5/k6r b - - 0 62,h1h6 g6h6 c2c1q g4g5 c1c6 h6g7,2643,82,93,1497,crushing defensiveMove endgame long,https://lichess.org/u5HjwjcV/black#124
137,00Ea3,3r4/p5k1/1p1qprnp/1Q1pN1p1/3P1pP1/1PP5/P5PP/4RRK1 b - - 3 29,g6e5 d4e5 d6c5 b5c5 b6c5 e5f6,1336,165,100,25,crushing fork long middlegame,https://lichess.org/6TJRc5H1/black#58
138,00Ec4,2rq1r1k/p5pp/8/1p1BpPb1/2Pp2Q1/P2P2R1/6PP/R5K1 b - - 3 25,c8c7 g4g5 d8g5 g3g5,829,95,85,341,crushing middlegame short,https://lichess.org/HUFGdjKK/black#50
139,00EoE,r1b1k3/ppr4p/5p2/5p2/8/2P3P1/P4PP1/4RK1R b q - 1 23,e8f7 h1h7 f7g6 h7c7,956,79,73,54,crushing endgame short skewer,https://lichess.org/25vOJGCF/black#46
140,00Erm,3r4/6k1/1p1pr1p1/p1p2p2/PnP1p1P1/1P6/3R1PBP/4R1K1 b - - 0 29,b4d3 d2d3 e4d3 e1e6 d3d2 g2f3,1578,178,100,13,crushing defensiveMove endgame long,https://lichess.org/kE9mu3xO/black#58
141,00Evs,5qk1/pQ3pp1/7p/b2N1b2/P3r3/5K2/7P/R4B2 b - - 1 24,g7g5 d5f6 g8h8 f6e4,877,76,100,575,advantage fork middlegame short,https://lichess.org/ZuufvD5S/black#48
142,00F2o,6k1/4qpp1/3p3p/8/2BP4/1Pn5/2Qn1PPP/6K1 w - - 0 29,c2c3 e7e1 c4f1 e1f1,994,75,100,90,endgame mate mateIn2 short,https://lichess.org/Xik1cEk4#57
143,00F3S,3r1rk1/5ppp/p5q1/1p1P4/2PpP3/P6Q/B4PPP/2R3K1 b - - 0 29,g6e4 a2b1 e4b1 c1b1,1500,500,100,0,crushing endgame short,https://lichess.org/kCnMPvjO/black#58
144,00F5G,2rqrbk1/pp3ppp/4n3/3p1N2/3NnBQ1/2P4P/PP3PP1/R4RK1 b - - 14 22,e6f4 f5h6 g8h8 h6f7,1545,91,74,39,crushing deflection kingsideAttack middlegame pin short,https://lichess.org/HLNR4ZJ8/black#44
145,00FHO,8/1pp5/p2p3p/3P1Pk1/P3K1P1/1P5R/8/2r5 w - - 1 39,e4f3 c1c3 f3g2 c3h3 g2h3 h6h5 g4h5 g5h5,2233,112,63,20,crushing endgame rookEndgame veryLong,https://lichess.org/0KBMAMQh#77
146,00FHX,2r3k1/5p1p/4pP2/3p3P/8/5P2/p1b3P1/2R3K1 b - - 0 30,c2b1 c1c8,691,85,100,200,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/rztVgThB/black#60
147,00FOM,8/5k2/8/3pPPB1/1p4K1/1b6/8/8 b - - 0 45,b3d1 g4h4 d1a4 e5e6,2565,81,96,109,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/9wp9pR0Q/black#90
148,00FON,1k6/8/8/6p1/1pp5/p4PP1/N1P4P/7K w - - 0 38,h2h4 b4b3 c2b3 c4b3,958,77,97,824,crushing endgame knightEndgame short,https://lichess.org/D9f2JIE8#75
149,00FPo,7R/1K3p2/6k1/PP4p1/8/6rp/8/8 b - - 2 47,g5g4 a5a6 h3h2 h8h2,2118,79,93,3984,crushing endgame rookEndgame short,https://lichess.org/6C03NLdu/black#94
150,00G1l,5k2/1R6/3pp1P1/2p5/1pr1PK2/5P2/8/8 b - - 0 60,c4c1 f4g5 c1g1 g5f6,2082,119,100,20,crushing defensiveMove endgame rookEndgame short,https://lichess.org/IWYBiMcT/black#120
151,00GAf,r5k1/5pp1/1p1rb2p/3pR2q/p1pP4/P1P3Q1/5PPN/4R1K1 b - - 1 30,h5g6 g3g6 f7g6 e5e6 d6e6 e1e6,1334,75,70,241,crushing long middlegame,https://lichess.org/DJ3edB5i/black#60
152,00GBV,3r1rk1/pp2n1pp/8/8/Nq6/1PB5/P3QPPP/4R1K1 b - - 1 25,b4d6 e2e7 d6e7 e1e7,1459,77,82,298,advantage middlegame short,https://lichess.org/MksLS6CR/black#50
153,00GHw,r1bq1r2/1p4kp/4p1p1/1NpPp1P1/2P1P3/pPQ4B/P4n2/2KR3R b - - 1 21,f2h1 c3e5 g7g8 d5e6 d8e7 d1h1 e7g7 e5g7,2603,88,84,98,advantage middlegame veryLong,https://lichess.org/VU9ATvfr/black#42
154,00GRa,1r3rk1/2p1Nppb/p2nq3/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 b - - 5 28,e6e7 e4h7,602,98,95,397,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QiJhfG8J/black#56
155,00GVf,2b2k2/6q1/pn4p1/1rp2p2/8/8/1P2Q1P1/1K2R2R b - - 3 32,c8d7 h1h8 g7h8 e2e7 f8g8 e7d8,1601,74,92,425,crushing exposedKing long middlegame sacrifice,https://lichess.org/sTFSNjA5/black#64
156,00GWg,1r1r2k1/pp4pp/2nNb3/2R2p2/2P1p3/8/P4PPP/3BR1K1 w - - 1 26,d6b7 b8b7 c5c6 b7b1 g1f1 d8d1 e1d1 b1d1 f1e2 e6d7,2231,75,95,288,crushing middlegame veryLong,https://lichess.org/M7Dta3mv#51
157,00GYk,1r4k1/p3p1bp/1n3qp1/6B1/6Q1/1P4pP/P5B1/3R3K b - - 0 29,f6e5 g5f4 e5f4 g4f4,1680,76,69,56,crushing master middlegame short,https://lichess.org/YCWBuQpY/black#58
158,00GcF,6r1/1p1bRk2/p2q1n1r/3p4/3Q4/1P1B3P/P1P2PP1/4R1K1 b - - 4 27,d6e7 e1e7 f7e7 d4e3 e7f7 e3h6,1828,74,93,4649,advantage attraction exposedKing fork long middlegame,https://lichess.org/vZo2lFXq/black#54
159,00Gt0,R7/4k3/5p2/3p2p1/4b2p/2K1P2P/5PP1/8 w - - 2 47,f2f3 d5d4 c3d4 e4a8,1053,77,83,103,crushing discoveredAttack endgame master short,https://lichess.org/5OO7Wczb#93
160,00GuG,2R5/7p/1K4k1/8/5p2/5n2/8/8 w - - 0 63,c8c6 g6f5 b6c5 h7h5,2430,95,90,783,advantage defensiveMove endgame master short,https://lichess.org/6xU6SaA2#125
161,00Gvr,8/1b3pp1/1k4Pp/4K2P/4PP2/8/8/8 b - - 0 46,f7f6 e5e6 b7e4 e6f7,1231,75,93,2526,advantage bishopEndgame defensiveMove endgame master short,https://lichess.org/tHhRpYsL/black#92
162,00Gz6,r7/p3qkp1/1p4p1/3Nn3/Q7/4PP2/PP3K2/6R1 b - - 0 25,e7c5 a4f4 f7e6 f4e4 a8f8 g1g6,2577,101,89,459,crushing endgame fork long pin,https://lichess.org/F80hPRFE/black#50
163,00H1C,r3r3/1kpRnqpp/p4p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 b - - 0 22,e7c6 a5c7,1455,84,81,310,mate mateIn1 middlegame oneMove,https://lichess.org/GzcjOw0p/black#44
164,00H2I,4rrk1/ppp2pp1/7p/3n4/3P3q/1P2p2P/P5P1/R1BQRBK1 w - - 2 23,c1b2 h4f2 g1h2 f2b2,2049,78,87,42,crushing fork middlegame short,https://lichess.org/cCjO5vXk#45
165,00H2L,8/8/2p2p2/p4P1p/Pk5P/4K1P1/8/8 w - - 1 39,e3d3 c6c5 d3e2 c5c4 g3g4 h5g4,2351,112,85,29,crushing endgame long pawnEndgame quietMove,https://lichess.org/UMoEkwn0#77
166,00H87,6k1/2q1pp2/p5pB/2p4n/3pP1Q1/P2P3P/1r4P1/5RK1 b - - 1 30,c7g3 g4c8 g8h7 f1f7 h5g7 f7g7 h7h6 c8h8 h6g5 g7g6 g5g6 h8g8 g6f6 g8g3,1973,76,88,401,attraction crushing deflection endgame sacrifice skewer veryLong,https://lichess.org/hQEAqclb/black#60
167,00HEh,3R1rk1/pp3ppp/2p3b1/2n3P1/2B2q1P/5N2/PPP1QP2/4R1K1 b - - 0 23,f8d8 e2e8 d8e8 e1e8,703,79,100,91,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/ekEf00kl/black#46
168,00HEx,b7/5pk1/R3pn1p/8/3NP3/5P2/6PP/2rB2K1 w - - 1 31,a6a8 c1d1 g1f2 d1d4,1042,213,100,21,crushing endgame fork hangingPiece short,https://lichess.org/Kl5pBLfs#61
169,00HGG,8/pp6/2p1kpp1/3p4/3P1PPp/1P3K2/P1P4P/8 w - - 0 31,g4g5 f6g5 f3g4 g5f4 g4f4 e6f6,1681,75,82,120,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/JyqJknFl#61
170,00HHN,4r2k/p6p/1p3R2/2p5/2P5/1P4R1/r5PP/2K5 w - - 0 32,f6f7 e8e1,1212,157,100,27,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tMmxk7ja#63
171,00HPz,6r1/7p/2pk1p2/P2p4/P2KbP2/4P3/4NR1P/8 w - - 1 35,e2c3 c6c5,920,139,100,40,endgame mate mateIn1 oneMove,https://lichess.org/ElfQqRYp#69
172,00HZC,4r1k1/pp1qn3/2p4R/6p1/3P1rR1/3Q2P1/PP3P1P/6K1 b - - 0 31,f4g4 d3h7 g8f8 h6f6,1529,75,61,127,endgame mate mateIn2 short,https://lichess.org/SPwu7cIA/black#62
173,00HZa,6k1/6pp/1p6/p1n5/4qp2/1P2PN2/P4PPP/3Q2K1 b - - 0 28,f4e3 d1d8 g8f7 f3g5 f7g6 g5e4,1346,360,100,3,crushing endgame fork long,https://lichess.org/WRMbDs53/black#56
174,00HoG,5r1k/5r2/2b2RQp/1p1p2p1/1q4P1/8/8/1B3R1K b - - 0 36,f7f6 g6h7,1345,84,100,214,mate mateIn1 middlegame oneMove,https://lichess.org/zwJu9mKP/black#72
175,00Hxb,1rbr1k2/p4ppp/2B5/2pR1NP1/2P5/P7/7P/4R1K1 b - - 0 27,d8d5 e1e8,1126,80,83,1100,endgame mate mateIn1 oneMove,https://lichess.org/FW9LwaHK/black#54
176,00HzH,2r2Qk1/p2q2p1/1p2p1Np/3p3P/3Pb1P1/2P5/PP3R2/6K1 b - - 4 33,c8f8 f2f8 g8h7 f8h8,947,94,100,76,endgame hookMate mate mateIn2 short,https://lichess.org/XB8lgZ9N/black#66
177,00HzX,4r1k1/5pp1/2R4p/1p6/8/1PP3QP/2q2PP1/6K1 w - - 0 29,c6h6 c2c1 g1h2 c1h6,1637,131,100,29,crushing endgame fork short,https://lichess.org/tKKATkce#57
178,00ICz,2k2rr1/1p1q3p/1p2p3/1NbpQ3/P1p2P2/6P1/6KP/R4R2 b - - 0 31,f8f5 b5a7 c8d8 e5b8 d8e7 b8g8,1249,77,90,148,crushing long middlegame skewer,https://lichess.org/aGEDdbh2/black#62
179,00IDw,4r3/pN3kpp/2N1b3/2R5/5b2/P7/1P3PPP/7K w - - 1 30,g2g3 e6h3 c5c1 f4c1,1821,75,85,141,advantage endgame quietMove short,https://lichess.org/KmTVU8Fo#59
180,00IPp,4Q3/6pk/p3p2p/5p2/1p1P2P1/4q2P/2B1n2B/7K w - - 0 35,g4f5 e3f3,1674,92,83,1464,endgame mate mateIn1 oneMove,https://lichess.org/JKNcTJw1#69
181,00ISm,5r2/4bp1k/2ppq1p1/4p1Q1/4N2P/3P4/1P1R1P2/4K1R1 b - - 0 29,e7g5 e4g5 h7h6 g5e6,907,88,84,84,crushing endgame fork short,https://lichess.org/Nx7iGvHH/black#58
182,00IaZ,4R3/1k2R3/3K2p1/1P6/1P6/2rp3r/8/8 b - - 3 45,b7b6 e8b8,926,83,83,423,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/MA0bo8dV/black#90
183,00IiM,r5k1/pp4p1/1n6/3pB3/3P2pb/2NQ1r2/PP6/2K3R1 w - - 2 24,d3f3 g4f3 g1g7 g8f8,1696,74,92,1874,advantage middlegame short,https://lichess.org/qzEITbaG#47
184,00In2,8/b2r1p1k/5Qp1/1p5p/4p3/1P1q3P/5PP1/2B2RK1 b - - 13 38,d3b3 c1b2 b3b2 f6b2,1712,74,94,7305,advantage endgame quietMove short,https://lichess.org/Ut09PlkM/black#76
185,00IpT,r1bk3r/ppp1n2p/3pNQ2/8/2BpP2p/8/PPPq2PP/R5K1 b - - 2 21,d8d7 f6h8 d7c6 h8e8,1686,267,54,8,crushing hangingPiece middlegame short,https://lichess.org/pxYUaQJx/black#42
186,00Ivf,8/2p4r/1p3k2/p2Pp1p1/P1P1RpP1/1P3P1r/4R1K1/8 w - - 7 46,e4e5 h3h2 g2f1 h2h1 f1f2 h7h2,1675,76,87,166,endgame long mate mateIn3 rookEndgame,https://lichess.org/VX0fLjAC#91
187,00J1t,r1qr3k/pp3pB1/1np1pb2/8/3P3P/2N2PR1/PP1Q2P1/2KR4 b - - 0 22,f6g7 d2g5 d8g8 g5h5 g7h6 h5h6,1840,76,97,6696,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/77hjhVfM/black#44
188,00J5r,r4rk1/1p4p1/p1p1n1Pp/q3p3/4P3/2N1QP2/PPP5/2KR3R w - - 0 21,h1h6 g7h6 e3h6 a5c7,1831,273,100,3,crushing defensiveMove middlegame short,https://lichess.org/1DzEGAx8#41
189,00J7i,3r2k1/pQ3ppp/4R1n1/2q5/2P5/2B3P1/P4PBP/6K1 b - - 0 24,f7e6 b7g7,1000,100,67,37,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/nBfwpOrE/black#48
190,00JFF,4r1k1/ppqb3p/6B1/3pb2Q/8/2P5/PP1B2PP/5RK1 b - - 0 20,h7g6 h5g6 e5g7 f1f7 c7c5 g1h1 c5f8 f7f8,1700,268,100,8,crushing middlegame pin veryLong,https://lichess.org/e986oDw6/black#40
191,00JO7,5rk1/ppq3pR/4p1r1/3p4/8/2P4Q/PP3RPP/6K1 b - - 0 22,c7c5 h7h8,990,76,89,73,endgame mate mateIn1 oneMove,https://lichess.org/Vd3DWn3Y/black#44
192,00JQS,5r1k/pb3Qpp/2p5/5p2/3P4/8/PPP2PPP/4R1K1 b - - 0 21,f8f7 e1e8 f7f8 e8f8,600,86,76,603,backRankMate endgame mate mateIn2 short,https://lichess.org/jB9KjawU/black#42
193,00JS1,2r5/1p2k1pp/4p3/1N3p2/5P2/P2nP3/1R4PP/6K1 w - - 0 24,b2d2 c8c1 d2d1 c1d1,600,101,88,592,endgame mate mateIn2 short,https://lichess.org/ROJJOhHY#47
194,00JZk,7k/1q5p/3Q2p1/8/P3p3/1p2B2P/1br3P1/R5K1 b - - 0 32,b7f7 a1f1 f7f1 g1f1,2052,74,92,1363,crushing endgame short,https://lichess.org/YuyVHFxe/black#64
195,00JtR,1rbk3r/3qp1b1/p3p1Bp/1N1P2p1/8/P5P1/1P2Q1P1/R3K2R w KQ - 2 23,d5e6 d7b5 e2d2 d8c7 a1c1 c7b7 g6e4 b7a7,1753,212,100,6,crushing defensiveMove middlegame veryLong,https://lichess.org/eQy3tkuB#45
196,00JzT,8/7p/6pK/5p2/4p3/1k4P1/5P1P/8 w - - 2 44,h6h7 g6g5 g3g4 f5f4,1684,79,79,65,crushing defensiveMove endgame pawnEndgame quietMove short,https://lichess.org/Zk86Dja7#87
197,00K0G,8/8/8/2Pk4/pK4p1/3N4/5P2/3b4 b - - 7 59,d1e2 d3f4 d5c6 f4e2,746,84,79,75,crushing endgame fork master short,https://lichess.org/xIDctz9w/black#118
198,00KMV,1r3k2/1p1q1p2/p2p1np1/2pP2bp/2P1P1n1/1PQ3P1/P3N1K1/3N1R1R b - - 11 28,f6e4 c3h8 f8e7 h8b8,976,77,95,2416,crushing middlegame short skewer,https://lichess.org/zMA7YEmv/black#56
199,00KNB,2rr2k1/5p2/4p2p/4N1pQ/1p3P2/4P3/np3P1P/2q2BRK b - - 1 32,c8c7 h5h6 b2b1q h6g5,2636,83,90,185,crushing kingsideAttack master middlegame pin short,https://lichess.org/Ri0duT8T/black#64
200,00KO5,2r2rk1/3p1ppp/p3p3/1p2q3/6P1/3Q4/PP5P/1K2RR2 b - - 0 22,e5h2 f1h1 h2c2 d3c2 c8c2 b1c2,1387,74,87,122,advantage endgame long,https://lichess.org/jUnUTglG/black#44
201,00KOz,8/r4k2/7R/5PK1/1n6/8/8/8 b - - 3 56,b4d5 h6h7 f7f8 h7a7,1029,75,100,567,crushing endgame master short skewer,https://lichess.org/QVprMNzR/black#112
202,00KSB,r7/4kpRp/2p2p1P/p1P1n3/Pp6/1B6/5PP1/6K1 b - - 2 35,a8h8 f2f4 e5d7 g7f7,1500,500,100,0,crushing endgame short,https://lichess.org/GqvPZnmI/black#70
203,00KVO,4r3/p1R3p1/4r2p/3k1n2/3p4/P5B1/1P4PP/4R1K1 w - - 2 28,c7a7 e6e1 g3e1 e8e1,837,93,75,50,crushing endgame short,https://lichess.org/4wKfUa8h#55
204,00KVb,2k2r2/pp5p/3p4/3Nb1p1/8/1P1P3P/P1Pn4/1K1R1R2 w - - 3 28,d1d2 f8f1 d2d1 f1d1,723,120,100,55,endgame hangingPiece mate mateIn2 short,https://lichess.org/tzIW1ZLM#55
205,00KYC,5rk1/p6p/2r1pBp1/4P3/2b5/3p4/P4PPP/1R2R1K1 w - - 0 27,b1b7 f8f6 e5f6 d3d2 e1d1 c4e2,2243,83,78,45,advancedPawn clearance crushing endgame long master sacrifice,https://lichess.org/wxhreSsZ#53
206,00Kbj,8/8/6p1/PR3p2/1P3k2/7P/r5P1/7K w - - 1 39,h3h4 f4g3 b5d5 a2a1 d5d1 a1d1,1552,74,94,8528,endgame long mate mateIn3 rookEndgame,https://lichess.org/PW8a1JvE#77
207,00Kd8,3R4/3P4/8/5p2/5kPp/8/3r1KP1/8 w - - 1 64,f2g1 f4g3 g1f1 f5g4,2150,75,87,262,advantage endgame rookEndgame short,https://lichess.org/loJK0sJF#127
208,00Keu,R7/1p3kp1/2pK3p/3p1PP1/1r1B2nP/8/1P6/8 b - - 2 39,b4d4 g5g6 f7f6 a8f8,953,75,100,484,endgame mate mateIn2 short,https://lichess.org/hCWa2OUn/black#78
209,00KhM,5rk1/5ppp/1R6/3Qp3/2B1P3/2q3P1/3R1PKP/1r6 b - - 0 27,b1b6 d5f7 f8f7 d2d8,1437,109,69,31,clearance endgame mate mateIn2 pin sacrifice short,https://lichess.org/o5Jg9MLX/black#54
210,00L4x,1r4k1/4Ppbp/p5p1/2q5/p2n4/P2Q2B1/r2N1PPP/3KR2R b - - 0 27,g7h6 e7e8q b8e8 e1e8,1221,77,92,2405,advancedPawn crushing kingsideAttack middlegame promotion short,https://lichess.org/kQUg1Hn3/black#54
211,00LBF,3r2k1/1b2qpb1/pp4p1/3rp3/3R2P1/2P2NBP/PP2Q2K/3R4 b - - 0 33,e7d7 d4d5 b7d5 c3c4,2175,80,82,58,advantage master middlegame short,https://lichess.org/HG0KKbWc/black#66
212,00LH7,6k1/6Bp/6pP/3q1p2/p2PnQ2/2r5/P5PK/4R3 b - - 1 39,d5d6 e1e4 d6f4 e4f4,1565,76,96,4444,crushing endgame short,https://lichess.org/7mA63Gfs/black#78
213,00LII,2k4r/pp6/3p4/2pBb3/4P2B/2P2bp1/PP1R4/R5K1 w - - 1 32,d2g2 h8h4 a1f1 f3g2,1620,79,85,56,advantage hangingPiece middlegame short,https://lichess.org/0PFmmeVw#63
214,00LMb,8/8/1n4kP/1P3p2/3P1K2/2p1N3/8/8 w - - 4 49,f4e5 b6c4 e3c4 c3c2,1739,86,75,40,advancedPawn crushing endgame knightEndgame sacrifice short,https://lichess.org/8fplizkC#97
215,00LNB,kr6/1pR4p/p4R2/n2r4/P3p3/4B3/6PP/6K1 b - - 0 38,d5d3 f6a6 b7a6 c7a7,1639,355,100,6,endgame mate mateIn2 sacrifice short,https://lichess.org/MQYDGoEM/black#76
216,00LO6,2r3k1/3q1pp1/1rp5/2Rn2Np/1p1N3n/1Q2P3/5PP1/2R3K1 w - - 0 33,c5d5 c6d5 c1c8 d7c8,1647,75,85,71,advantage middlegame short,https://lichess.org/X0I5NJuv#65
217,00LOy,5k2/1p3pp1/p3pb2/r7/2P2B2/1P6/1PR1K1PP/8 b - - 0 33,f6e5 b3b4 a5a1 f4e5,1536,75,95,10796,crushing endgame short,https://lichess.org/dq3UiVvj/black#66
218,00LRq,1k6/1p1q4/P2p3p/1NpPpn1Q/5b2/2P3r1/1P2B1P1/R6K b - - 3 28,g3g7 a6a7 b8a8 b5c7 d7c7 h5e8 c7b8 a7b8q,2208,76,94,565,advancedPawn doubleCheck mate mateIn4 middlegame promotion queensideAttack sacrifice veryLong,https://lichess.org/i9yxFCW9/black#56
219,00LRv,5r1k/7p/p2pB3/3Pb1p1/4p2q/1P2B3/P1Q2P2/2R3K1 w - - 0 31,f2f4 h4g3 g1h1 g3f3 c2g2 f3e3,2448,93,69,63,crushing exposedKing fork long middlegame,https://lichess.org/AebpnUup#61
220,00LdT,r5k1/pbp2ppp/6q1/2pp4/3B3r/2P1R1P1/PP2QP1P/R5K1 b - - 1 20,c5d4 e3e8 a8e8 e2e8,1028,149,100,22,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/MH7zaBHa/black#40
